"ID"|"GRP"|"GNDR"|"PGM"|"YR"|"MO"|"age"|"dt"|"ind1"|"ind2"
201|"GRP2"|"M"|"PGM3"|2012|10|29|2012-10-01|22.31|14.73
202|"GRP1"|"M"|"PGM1"|2010|3|28|2010-03-01|0|6.83
202|"GRP1"|"M"|"PGM1"|2010|4|28|2010-04-01|0|4.92
202|"GRP3"|"M"|"PGM1"|2010|5|28|2010-05-01|1416.07|4.36
202|"GRP3"|"M"|"PGM1"|2010|6|28|2010-06-01|1283.88|4.36
202|"GRP3"|"M"|"PGM1"|2010|7|28|2010-07-01|865.9|5.83
202|"GRP3"|"M"|"PGM1"|2010|8|28|2010-08-01|435.72|5.81
202|"GRP3"|"M"|"PGM1"|2010|9|28|2010-09-01|179.88|6.23
203|"GRP1"|"NB"|"PGM3"|2009|2|29|2009-02-01|0|56.03
203|"GRP1"|"NB"|"PGM3"|2009|3|29|2009-03-01|0|46.73
203|"GRP1"|"NB"|"PGM3"|2009|4|29|2009-04-01|0|11.52
203|"GRP1"|"NB"|"PGM3"|2009|5|29|2009-05-01|0|53.47
203|"GRP1"|"NB"|"PGM3"|2009|6|29|2009-06-01|0|55.89
203|"GRP1"|"NB"|"PGM3"|2009|7|29|2009-07-01|0|46.87
203|"GRP1"|"NB"|"PGM3"|2009|8|29|2009-08-01|0|46.74
203|"GRP1"|"NB"|"PGM3"|2009|9|29|2009-09-01|0|48.27
203|"GRP1"|"NB"|"PGM3"|2009|10|29|2009-10-01|0|53.54
203|"GRP1"|"NB"|"PGM3"|2009|11|29|2009-11-01|0|39.3
203|"GRP1"|"NB"|"PGM3"|2009|12|29|2009-12-01|0|48.99
203|"GRP1"|"NB"|"PGM3"|2010|1|30|2010-01-01|0|63.05
203|"GRP1"|"NB"|"PGM3"|2010|2|30|2010-02-01|0|27.46
203|"GRP1"|"NB"|"PGM3"|2010|3|30|2010-03-01|0|46.72
203|"GRP1"|"NB"|"PGM3"|2010|4|30|2010-04-01|0|60.28
203|"GRP1"|"NB"|"PGM3"|2010|5|30|2010-05-01|0|47.63
203|"GRP1"|"NB"|"PGM3"|2010|6|30|2010-06-01|0|54.57
203|"GRP1"|"NB"|"PGM3"|2010|7|30|2010-07-01|0|40.77
203|"GRP1"|"NB"|"PGM3"|2010|8|30|2010-08-01|0|44.69
203|"GRP1"|"NB"|"PGM3"|2010|9|30|2010-09-01|0|43.45
203|"GRP1"|"NB"|"PGM3"|2010|10|30|2010-10-01|0|36.22
203|"GRP1"|"NB"|"PGM3"|2010|11|30|2010-11-01|0|54.92
203|"GRP1"|"NB"|"PGM3"|2010|12|30|2010-12-01|0|40.78
203|"GRP1"|"NB"|"PGM3"|2011|1|31|2011-01-01|0|48.39
203|"GRP1"|"NB"|"PGM3"|2011|2|31|2011-02-01|0|49.41
203|"GRP1"|"NB"|"PGM3"|2011|3|31|2011-03-01|0|54.82
203|"GRP1"|"NB"|"PGM3"|2011|4|31|2011-04-01|0|53.92
203|"GRP1"|"NB"|"PGM3"|2011|5|31|2011-05-01|0|37.22
203|"GRP1"|"NB"|"PGM3"|2011|6|31|2011-06-01|0|48.34
203|"GRP1"|"NB"|"PGM3"|2011|7|31|2011-07-01|0|49.19
203|"GRP1"|"NB"|"PGM3"|2011|8|31|2011-08-01|0|51.59
203|"GRP1"|"NB"|"PGM3"|2011|9|31|2011-09-01|0|47.06
203|"GRP1"|"NB"|"PGM3"|2011|10|31|2011-10-01|0|45.73
203|"GRP1"|"NB"|"PGM3"|2011|11|31|2011-11-01|0|38.29
203|"GRP1"|"NB"|"PGM3"|2011|12|31|2011-12-01|0|36.57
203|"GRP1"|"NB"|"PGM3"|2012|1|32|2012-01-01|0|50.62
203|"GRP1"|"NB"|"PGM3"|2012|2|32|2012-02-01|0|41.65
203|"GRP1"|"NB"|"PGM3"|2012|3|32|2012-03-01|0|34.68
203|"GRP1"|"NB"|"PGM3"|2012|4|32|2012-04-01|0|35.14
203|"GRP1"|"NB"|"PGM3"|2012|5|32|2012-05-01|0|35.66
203|"GRP1"|"NB"|"PGM3"|2012|6|32|2012-06-01|0|38.93
203|"GRP1"|"NB"|"PGM3"|2012|7|32|2012-07-01|0|40.37
203|"GRP1"|"NB"|"PGM3"|2012|8|32|2012-08-01|0|40.48
203|"GRP1"|"NB"|"PGM3"|2012|9|32|2012-09-01|0|48.3
203|"GRP1"|"NB"|"PGM3"|2012|10|32|2012-10-01|0|46.7
203|"GRP3"|"NB"|"PGM3"|2012|11|32|2012-11-01|62.17|30.36
204|"GRP2"|"NB"|"PGM3"|2010|6|32|2010-06-01|1467.29|50.61
204|"GRP2"|"NB"|"PGM3"|2010|7|32|2010-07-01|989.6|39.35
204|"GRP2"|"NB"|"PGM3"|2010|8|32|2010-08-01|497.97|53.08
204|"GRP2"|"NB"|"PGM3"|2010|9|32|2010-09-01|205.58|39.67
204|"GRP2"|"NB"|"PGM3"|2010|10|32|2010-10-01|73.78|39.25
204|"GRP2"|"NB"|"PGM3"|2010|11|32|2010-11-01|20.7|51.31
204|"GRP2"|"NB"|"PGM3"|2010|12|32|2010-12-01|0.04|40.7
204|"GRP2"|"NB"|"PGM3"|2011|1|33|2011-01-01|398.17|56.11
204|"GRP2"|"NB"|"PGM3"|2011|2|33|2011-02-01|792.47|58.78
204|"GRP2"|"NB"|"PGM3"|2011|3|33|2011-03-01|1171.7|39.99
204|"GRP1"|"NB"|"PGM3"|2011|4|33|2011-04-01|0|36.38
204|"GRP1"|"NB"|"PGM3"|2011|5|33|2011-05-01|0|38.54
204|"GRP1"|"NB"|"PGM3"|2011|6|33|2011-06-01|0|47.43
204|"GRP1"|"NB"|"PGM3"|2011|7|33|2011-07-01|0|58.68
204|"GRP1"|"NB"|"PGM3"|2011|8|33|2011-08-01|0|30.08
204|"GRP1"|"NB"|"PGM3"|2011|9|33|2011-09-01|0|57.83
204|"GRP1"|"NB"|"PGM3"|2011|10|33|2011-10-01|0|52.67
205|"GRP4"|"NB"|"PGM2"|2010|10|45|2010-10-01|622.55|24.75
205|"GRP4"|"NB"|"PGM2"|2010|11|45|2010-11-01|174.67|32.71
205|"GRP4"|"NB"|"PGM2"|2010|12|45|2010-12-01|0.32|38.12
205|"GRP4"|"NB"|"PGM2"|2011|1|46|2011-01-01|3330.19|34.36
205|"GRP4"|"NB"|"PGM2"|2011|2|46|2011-02-01|6627.95|31.38
205|"GRP4"|"NB"|"PGM2"|2011|3|46|2011-03-01|9799.64|33.74
205|"GRP4"|"NB"|"PGM2"|2011|4|46|2011-04-01|12532.07|21.41
205|"GRP4"|"NB"|"PGM2"|2011|5|46|2011-05-01|13965.39|21.52
205|"GRP4"|"NB"|"PGM2"|2011|6|46|2011-06-01|12661.71|20.93
205|"GRP4"|"NB"|"PGM2"|2011|7|46|2011-07-01|8539.52|39.2
205|"GRP4"|"NB"|"PGM2"|2011|8|46|2011-08-01|4297.11|33.13
205|"GRP4"|"NB"|"PGM2"|2011|9|46|2011-09-01|1773.99|27.81
205|"GRP4"|"NB"|"PGM2"|2011|10|46|2011-10-01|636.7|33.54
205|"GRP4"|"NB"|"PGM2"|2011|11|46|2011-11-01|178.64|22.46
205|"GRP4"|"NB"|"PGM2"|2011|12|46|2011-12-01|0.33|24.44
205|"GRP4"|"NB"|"PGM2"|2012|1|47|2012-01-01|3404.28|16.73
205|"GRP4"|"NB"|"PGM2"|2012|2|47|2012-02-01|6775.4|26.41
205|"GRP4"|"NB"|"PGM2"|2012|3|47|2012-03-01|10017.65|26.1
205|"GRP4"|"NB"|"PGM2"|2012|4|47|2012-04-01|12810.87|27.46
205|"GRP4"|"NB"|"PGM2"|2012|5|47|2012-05-01|14276.08|36.55
205|"GRP4"|"NB"|"PGM2"|2012|6|47|2012-06-01|12943.4|22.14
205|"GRP4"|"NB"|"PGM2"|2012|7|47|2012-07-01|8729.5|27.47
205|"GRP4"|"NB"|"PGM2"|2012|8|47|2012-08-01|4392.71|39.12
205|"GRP4"|"NB"|"PGM2"|2012|9|47|2012-09-01|1813.45|34.15
205|"GRP4"|"NB"|"PGM2"|2012|10|47|2012-10-01|650.87|28.47
206|"GRP4"|"NB"|"PGM3"|2011|11|45|2011-11-01|174.76|31.35
206|"GRP4"|"NB"|"PGM3"|2011|12|45|2011-12-01|0.32|51.86
206|"GRP4"|"NB"|"PGM3"|2012|1|46|2012-01-01|3331.84|35.73
206|"GRP4"|"NB"|"PGM3"|2012|2|46|2012-02-01|6631.25|37
206|"GRP4"|"NB"|"PGM3"|2012|3|46|2012-03-01|9804.51|54.07
206|"GRP2"|"NB"|"PGM3"|2012|4|46|2012-04-01|2089.72|32.46
206|"GRP2"|"NB"|"PGM3"|2012|5|46|2012-05-01|2328.72|65.61
206|"GRP2"|"NB"|"PGM3"|2012|6|46|2012-06-01|2111.33|51.27
206|"GRP2"|"NB"|"PGM3"|2012|7|46|2012-07-01|1423.96|45.13
206|"GRP2"|"NB"|"PGM3"|2012|8|46|2012-08-01|716.54|48.31
206|"GRP2"|"NB"|"PGM3"|2012|9|46|2012-09-01|295.81|58.83
206|"GRP2"|"NB"|"PGM3"|2012|10|46|2012-10-01|106.17|57.96
207|"GRP4"|"F"|"PGM3"|2008|8|45|2008-08-01|2798.28|25.7
207|"GRP4"|"F"|"PGM3"|2008|9|45|2008-09-01|1155.22|37.44
207|"GRP4"|"F"|"PGM3"|2008|10|45|2008-10-01|414.62|29.68
207|"GRP4"|"F"|"PGM3"|2008|11|45|2008-11-01|116.33|21.24
207|"GRP4"|"F"|"PGM3"|2008|12|45|2008-12-01|0.22|34.42
207|"GRP4"|"F"|"PGM3"|2009|1|46|2009-01-01|2217.92|41.92
207|"GRP4"|"F"|"PGM3"|2009|2|46|2009-02-01|4414.24|23.68
207|"GRP4"|"F"|"PGM3"|2009|3|46|2009-03-01|6526.59|30.34
207|"GRP4"|"F"|"PGM3"|2009|4|46|2009-04-01|8346.4|28.83
207|"GRP4"|"F"|"PGM3"|2009|5|46|2009-05-01|9301|20.08
207|"GRP4"|"F"|"PGM3"|2009|6|46|2009-06-01|8432.75|31.77
207|"GRP4"|"F"|"PGM3"|2009|7|46|2009-07-01|5687.35|25.13
207|"GRP4"|"F"|"PGM3"|2009|8|46|2009-08-01|2861.89|24.51
207|"GRP4"|"F"|"PGM3"|2009|9|46|2009-09-01|1181.48|24.44
207|"GRP4"|"F"|"PGM3"|2009|10|46|2009-10-01|424.05|22.22
207|"GRP4"|"F"|"PGM3"|2009|11|46|2009-11-01|118.98|26.59
207|"GRP4"|"F"|"PGM3"|2009|12|46|2009-12-01|0.22|23
207|"GRP4"|"F"|"PGM3"|2010|1|47|2010-01-01|2267.26|25.19
207|"GRP4"|"F"|"PGM3"|2010|2|47|2010-02-01|4512.45|26.48
207|"GRP4"|"F"|"PGM3"|2010|3|47|2010-03-01|6671.8|30.98
207|"GRP4"|"F"|"PGM3"|2010|4|47|2010-04-01|8532.09|29.37
207|"GRP4"|"F"|"PGM3"|2010|5|47|2010-05-01|9507.92|28.04
207|"GRP4"|"F"|"PGM3"|2010|6|47|2010-06-01|8620.35|34.9
207|"GRP4"|"F"|"PGM3"|2010|7|47|2010-07-01|5813.88|26.04
207|"GRP4"|"F"|"PGM3"|2010|8|47|2010-08-01|2925.56|23.68
207|"GRP4"|"F"|"PGM3"|2010|9|47|2010-09-01|1207.77|24.66
207|"GRP4"|"F"|"PGM3"|2010|10|47|2010-10-01|433.48|28.05
207|"GRP4"|"F"|"PGM3"|2010|11|47|2010-11-01|121.62|28.53
207|"GRP4"|"F"|"PGM3"|2010|12|47|2010-12-01|0.22|27.73
207|"GRP4"|"F"|"PGM3"|2011|1|48|2011-01-01|2316.65|24.86
207|"GRP4"|"F"|"PGM3"|2011|2|48|2011-02-01|4610.75|31.84
207|"GRP4"|"F"|"PGM3"|2011|3|48|2011-03-01|6817.14|22.12
207|"GRP4"|"F"|"PGM3"|2011|4|48|2011-04-01|8717.96|23.8
207|"GRP4"|"F"|"PGM3"|2011|5|48|2011-05-01|9715.05|34.33
207|"GRP4"|"F"|"PGM3"|2011|6|48|2011-06-01|8808.15|27.89
207|"GRP4"|"F"|"PGM3"|2011|7|48|2011-07-01|5940.53|19.15
207|"GRP4"|"F"|"PGM3"|2011|8|48|2011-08-01|2989.3|32.58
207|"GRP4"|"F"|"PGM3"|2011|9|48|2011-09-01|1234.08|23.44
207|"GRP4"|"F"|"PGM3"|2011|10|48|2011-10-01|442.92|37.85
207|"GRP4"|"F"|"PGM3"|2011|11|48|2011-11-01|124.27|45
207|"GRP4"|"F"|"PGM3"|2011|12|48|2011-12-01|0.23|38.9
207|"GRP4"|"F"|"PGM3"|2012|1|49|2012-01-01|2366.09|15.44
207|"GRP4"|"F"|"PGM3"|2012|2|49|2012-02-01|4709.15|39.03
207|"GRP4"|"F"|"PGM3"|2012|3|49|2012-03-01|6962.62|26.58
207|"GRP4"|"F"|"PGM3"|2012|4|49|2012-04-01|8904.01|32.11
207|"GRP4"|"F"|"PGM3"|2012|5|49|2012-05-01|9922.38|32.63
207|"GRP4"|"F"|"PGM3"|2012|6|49|2012-06-01|8996.12|37.85
207|"GRP4"|"F"|"PGM3"|2012|7|49|2012-07-01|6067.31|27.51
208|"GRP3"|"M"|"PGM1"|2009|7|36|2009-07-01|1112.74|4.76
208|"GRP3"|"M"|"PGM1"|2009|8|36|2009-08-01|559.94|5.54
208|"GRP3"|"M"|"PGM1"|2009|9|36|2009-09-01|231.16|5.73
208|"GRP3"|"M"|"PGM1"|2009|10|36|2009-10-01|82.97|4.12
208|"GRP3"|"M"|"PGM1"|2009|11|36|2009-11-01|23.28|5.77
208|"GRP3"|"M"|"PGM1"|2009|12|36|2009-12-01|0.04|4.85
208|"GRP3"|"M"|"PGM1"|2010|1|37|2010-01-01|446.22|3.01
208|"GRP3"|"M"|"PGM1"|2010|2|37|2010-02-01|888.09|3.92
208|"GRP3"|"M"|"PGM1"|2010|3|37|2010-03-01|1313.07|4.72
208|"GRP3"|"M"|"PGM1"|2010|4|37|2010-04-01|1679.19|5.17
208|"GRP3"|"M"|"PGM1"|2010|5|37|2010-05-01|1871.24|5.43
208|"GRP3"|"M"|"PGM1"|2010|6|37|2010-06-01|1696.56|5.11
208|"GRP3"|"M"|"PGM1"|2010|7|37|2010-07-01|1144.22|4.96
208|"GRP3"|"M"|"PGM1"|2010|8|37|2010-08-01|575.78|7
208|"GRP3"|"M"|"PGM1"|2010|9|37|2010-09-01|237.7|5.09
208|"GRP3"|"M"|"PGM1"|2010|10|37|2010-10-01|85.31|3.28
208|"GRP3"|"M"|"PGM1"|2010|11|37|2010-11-01|23.94|4.61
208|"GRP3"|"M"|"PGM1"|2010|12|37|2010-12-01|0.04|3.79
208|"GRP3"|"M"|"PGM1"|2011|1|38|2011-01-01|458.5|5.16
208|"GRP3"|"M"|"PGM1"|2011|2|38|2011-02-01|912.54|5.9
208|"GRP3"|"M"|"PGM1"|2011|3|38|2011-03-01|1349.23|5.43
208|"GRP3"|"M"|"PGM1"|2011|4|38|2011-04-01|1725.43|7.52
208|"GRP3"|"M"|"PGM1"|2011|5|38|2011-05-01|1922.77|5.24
208|"GRP3"|"M"|"PGM1"|2011|6|38|2011-06-01|1743.28|6.15
208|"GRP3"|"M"|"PGM1"|2011|7|38|2011-07-01|1175.73|5.53
208|"GRP3"|"M"|"PGM1"|2011|8|38|2011-08-01|591.63|4.7
208|"GRP3"|"M"|"PGM1"|2011|9|38|2011-09-01|244.24|4.66
208|"GRP3"|"M"|"PGM1"|2011|10|38|2011-10-01|87.66|5.76
210|"GRP1"|"NB"|"PGM3"|2008|7|37|2008-07-01|0|31.33
210|"GRP1"|"NB"|"PGM3"|2008|8|37|2008-08-01|0|31.32
210|"GRP1"|"NB"|"PGM3"|2008|9|37|2008-09-01|0|52.09
210|"GRP1"|"NB"|"PGM3"|2008|10|37|2008-10-01|0|57.69
210|"GRP1"|"NB"|"PGM3"|2008|11|37|2008-11-01|0|40.56
210|"GRP1"|"NB"|"PGM3"|2008|12|37|2008-12-01|0|47.28
210|"GRP1"|"NB"|"PGM3"|2009|1|38|2009-01-01|0|34.88
210|"GRP1"|"NB"|"PGM3"|2009|2|38|2009-02-01|0|46.13
210|"GRP1"|"NB"|"PGM3"|2009|3|38|2009-03-01|0|49.05
210|"GRP1"|"NB"|"PGM3"|2009|4|38|2009-04-01|0|43.73
210|"GRP1"|"NB"|"PGM3"|2009|5|38|2009-05-01|0|55.45
211|"GRP3"|"F"|"PGM1"|2008|3|28|2008-03-01|1985.37|11.93
211|"GRP3"|"F"|"PGM1"|2008|4|28|2008-04-01|2538.94|10.77
211|"GRP3"|"F"|"PGM1"|2008|5|28|2008-05-01|2829.33|10.08
211|"GRP3"|"F"|"PGM1"|2008|6|28|2008-06-01|2565.21|8.93
211|"GRP3"|"F"|"PGM1"|2008|7|28|2008-07-01|1730.07|12.67
211|"GRP3"|"F"|"PGM1"|2008|8|28|2008-08-01|870.58|10.56
211|"GRP3"|"F"|"PGM1"|2008|9|28|2008-09-01|359.4|13.16
211|"GRP3"|"F"|"PGM1"|2008|10|28|2008-10-01|128.99|7.75
211|"GRP3"|"F"|"PGM1"|2008|11|28|2008-11-01|36.19|10.69
211|"GRP3"|"F"|"PGM1"|2008|12|28|2008-12-01|0.07|7.95
211|"GRP3"|"F"|"PGM1"|2009|1|29|2009-01-01|699.13|10.27
211|"GRP3"|"F"|"PGM1"|2009|2|29|2009-02-01|1391.44|8.94
211|"GRP3"|"F"|"PGM1"|2009|3|29|2009-03-01|2057.3|11.58
211|"GRP3"|"F"|"PGM1"|2009|4|29|2009-04-01|2630.93|9.62
211|"GRP3"|"F"|"PGM1"|2009|5|29|2009-05-01|2931.84|10.91
211|"GRP3"|"F"|"PGM1"|2009|6|29|2009-06-01|2658.15|14.46
211|"GRP3"|"F"|"PGM1"|2009|7|29|2009-07-01|1792.75|10.85
211|"GRP3"|"F"|"PGM1"|2009|8|29|2009-08-01|902.12|11.34
211|"GRP3"|"F"|"PGM1"|2009|9|29|2009-09-01|372.42|11.83
211|"GRP3"|"F"|"PGM1"|2009|10|29|2009-10-01|133.67|11.32
211|"GRP3"|"F"|"PGM1"|2009|11|29|2009-11-01|37.5|12.65
211|"GRP3"|"F"|"PGM1"|2009|12|29|2009-12-01|0.07|10.8
211|"GRP3"|"F"|"PGM1"|2010|1|30|2010-01-01|723.59|10.12
211|"GRP3"|"F"|"PGM1"|2010|2|30|2010-02-01|1440.14|10.78
211|"GRP3"|"F"|"PGM1"|2010|3|30|2010-03-01|2129.3|10.45
211|"GRP3"|"F"|"PGM1"|2010|4|30|2010-04-01|2723.01|5.43
211|"GRP3"|"F"|"PGM1"|2010|5|30|2010-05-01|3034.44|9.51
211|"GRP3"|"F"|"PGM1"|2010|6|30|2010-06-01|2751.18|5.02
211|"GRP3"|"F"|"PGM1"|2010|7|30|2010-07-01|1855.49|6.11
211|"GRP3"|"F"|"PGM1"|2010|8|30|2010-08-01|933.69|9.44
211|"GRP3"|"F"|"PGM1"|2010|9|30|2010-09-01|385.46|11.98
211|"GRP3"|"F"|"PGM1"|2010|10|30|2010-10-01|138.34|6.43
211|"GRP3"|"F"|"PGM1"|2010|11|30|2010-11-01|38.82|11.28
211|"GRP3"|"F"|"PGM1"|2010|12|30|2010-12-01|0.07|11.14
211|"GRP3"|"F"|"PGM1"|2011|1|31|2011-01-01|748.09|10.11
211|"GRP3"|"F"|"PGM1"|2011|2|31|2011-02-01|1488.89|9.85
211|"GRP3"|"F"|"PGM1"|2011|3|31|2011-03-01|2201.37|8.41
211|"GRP3"|"F"|"PGM1"|2011|4|31|2011-04-01|2815.17|12.39
211|"GRP3"|"F"|"PGM1"|2011|5|31|2011-05-01|3137.15|9.42
211|"GRP3"|"F"|"PGM1"|2011|6|31|2011-06-01|2844.3|9.44
211|"GRP3"|"F"|"PGM1"|2011|7|31|2011-07-01|1918.3|6.8
211|"GRP3"|"F"|"PGM1"|2011|8|31|2011-08-01|965.29|12.7
211|"GRP3"|"F"|"PGM1"|2011|9|31|2011-09-01|398.5|9.59
211|"GRP3"|"F"|"PGM1"|2011|10|31|2011-10-01|143.03|12.03
211|"GRP3"|"F"|"PGM1"|2011|11|31|2011-11-01|40.13|8.84
211|"GRP3"|"F"|"PGM1"|2011|12|31|2011-12-01|0.07|10.79
211|"GRP3"|"F"|"PGM1"|2012|1|32|2012-01-01|772.6|8.86
211|"GRP3"|"F"|"PGM1"|2012|2|32|2012-02-01|1537.68|7.99
211|"GRP3"|"F"|"PGM1"|2012|3|32|2012-03-01|2273.51|7.11
211|"GRP3"|"F"|"PGM1"|2012|4|32|2012-04-01|2907.43|7.31
211|"GRP3"|"F"|"PGM1"|2012|5|32|2012-05-01|3239.96|7.94
211|"GRP3"|"F"|"PGM1"|2012|6|32|2012-06-01|2937.51|12.47
211|"GRP3"|"F"|"PGM1"|2012|7|32|2012-07-01|1981.16|8.78
211|"GRP3"|"F"|"PGM1"|2012|8|32|2012-08-01|996.93|6.04
211|"GRP3"|"F"|"PGM1"|2012|9|32|2012-09-01|411.56|10.79
212|"GRP3"|"F"|"PGM3"|2011|9|20|2011-09-01|257.1|33.99
212|"GRP3"|"F"|"PGM3"|2011|10|20|2011-10-01|92.28|28.13
212|"GRP3"|"F"|"PGM3"|2011|11|20|2011-11-01|25.89|28.58
212|"GRP3"|"F"|"PGM3"|2011|12|20|2011-12-01|0.05|39.76
212|"GRP3"|"F"|"PGM3"|2012|1|21|2012-01-01|507.02|24.36
212|"GRP3"|"F"|"PGM3"|2012|2|21|2012-02-01|1009.1|37.7
212|"GRP3"|"F"|"PGM3"|2012|3|21|2012-03-01|1491.99|29.63
212|"GRP3"|"F"|"PGM3"|2012|4|21|2012-04-01|1908|34.28
212|"GRP3"|"F"|"PGM3"|2012|5|21|2012-05-01|2126.22|26.91
212|"GRP3"|"F"|"PGM3"|2012|6|21|2012-06-01|1927.74|33.14
212|"GRP3"|"F"|"PGM3"|2012|7|21|2012-07-01|1300.14|36.97
212|"GRP3"|"F"|"PGM3"|2012|8|21|2012-08-01|654.23|27.26
212|"GRP3"|"F"|"PGM3"|2012|9|21|2012-09-01|270.09|24.81
212|"GRP3"|"F"|"PGM3"|2012|10|21|2012-10-01|96.94|27.73
212|"GRP3"|"F"|"PGM3"|2012|11|21|2012-11-01|27.2|37.83
212|"GRP3"|"F"|"PGM3"|2012|12|21|2012-12-01|0.05|38.18
213|"GRP4"|"M"|"PGM2"|2008|11|32|2008-11-01|41.36|7.65
213|"GRP4"|"M"|"PGM2"|2008|12|32|2008-12-01|0.08|10.79
213|"GRP1"|"M"|"PGM2"|2009|1|33|2009-01-01|0|10.4
213|"GRP1"|"M"|"PGM2"|2009|2|33|2009-02-01|0|9.11
213|"GRP1"|"M"|"PGM2"|2009|3|33|2009-03-01|0|10.69
213|"GRP1"|"M"|"PGM2"|2009|4|33|2009-04-01|0|10.64
213|"GRP1"|"M"|"PGM2"|2009|5|33|2009-05-01|0|12.33
213|"GRP1"|"M"|"PGM2"|2009|6|33|2009-06-01|0|10.03
213|"GRP1"|"M"|"PGM2"|2009|7|33|2009-07-01|0|13.24
213|"GRP1"|"M"|"PGM2"|2009|8|33|2009-08-01|0|8.51
213|"GRP1"|"M"|"PGM2"|2009|9|33|2009-09-01|0|10.89
213|"GRP1"|"M"|"PGM2"|2009|10|33|2009-10-01|0|8.91
213|"GRP1"|"M"|"PGM2"|2009|11|33|2009-11-01|0|5.37
213|"GRP1"|"M"|"PGM2"|2009|12|33|2009-12-01|0|7.34
213|"GRP1"|"M"|"PGM2"|2010|1|34|2010-01-01|0|12.92
213|"GRP1"|"M"|"PGM2"|2010|2|34|2010-02-01|0|10.23
213|"GRP1"|"M"|"PGM2"|2010|3|34|2010-03-01|0|11.8
213|"GRP1"|"M"|"PGM2"|2010|4|34|2010-04-01|0|12.02
213|"GRP1"|"M"|"PGM2"|2010|5|34|2010-05-01|0|13.31
214|"GRP1"|"F"|"PGM2"|2010|12|40|2010-12-01|0|20.15
214|"GRP1"|"F"|"PGM2"|2011|1|41|2011-01-01|0|14.06
214|"GRP1"|"F"|"PGM2"|2011|2|41|2011-02-01|0|14.03
214|"GRP1"|"F"|"PGM2"|2011|3|41|2011-03-01|0|17.58
214|"GRP1"|"F"|"PGM2"|2011|4|41|2011-04-01|0|21.92
214|"GRP1"|"F"|"PGM2"|2011|5|41|2011-05-01|0|27.57
214|"GRP1"|"F"|"PGM2"|2011|6|41|2011-06-01|0|22.11
214|"GRP1"|"F"|"PGM2"|2011|7|41|2011-07-01|0|18.48
214|"GRP1"|"F"|"PGM2"|2011|8|41|2011-08-01|0|22.21
214|"GRP1"|"F"|"PGM2"|2011|9|41|2011-09-01|0|18.26
214|"GRP1"|"F"|"PGM2"|2011|10|41|2011-10-01|0|21.56
214|"GRP1"|"F"|"PGM2"|2011|11|41|2011-11-01|0|16.74
214|"GRP1"|"F"|"PGM2"|2011|12|41|2011-12-01|0|15.26
214|"GRP1"|"F"|"PGM2"|2012|1|42|2012-01-01|0|15.14
214|"GRP1"|"F"|"PGM2"|2012|2|42|2012-02-01|0|19.68
214|"GRP1"|"F"|"PGM2"|2012|3|42|2012-03-01|0|18.74
214|"GRP1"|"F"|"PGM2"|2012|4|42|2012-04-01|0|22.71
214|"GRP1"|"F"|"PGM2"|2012|5|42|2012-05-01|0|13.53
215|"GRP4"|"M"|"PGM3"|2010|12|39|2010-12-01|0.09|16.86
215|"GRP4"|"M"|"PGM3"|2011|1|40|2011-01-01|965.27|17.16
215|"GRP4"|"M"|"PGM3"|2011|2|40|2011-02-01|1921.14|13.47
215|"GRP4"|"M"|"PGM3"|2011|3|40|2011-03-01|2840.47|18.45
215|"GRP4"|"M"|"PGM3"|2011|4|40|2011-04-01|3632.48|15.14
215|"GRP4"|"M"|"PGM3"|2011|5|40|2011-05-01|4047.94|12.93
215|"GRP4"|"M"|"PGM3"|2011|6|40|2011-06-01|3670.06|18.3
215|"GRP4"|"M"|"PGM3"|2011|7|40|2011-07-01|2475.22|13.46
215|"GRP4"|"M"|"PGM3"|2011|8|40|2011-08-01|1245.54|12.35
215|"GRP4"|"M"|"PGM3"|2011|9|40|2011-09-01|514.2|14.48
215|"GRP4"|"M"|"PGM3"|2011|10|40|2011-10-01|184.55|21.78
215|"GRP4"|"M"|"PGM3"|2011|11|40|2011-11-01|51.78|12.15
215|"GRP4"|"M"|"PGM3"|2011|12|40|2011-12-01|0.1|18.31
215|"GRP4"|"M"|"PGM3"|2012|1|41|2012-01-01|989.9|14.78
215|"GRP4"|"M"|"PGM3"|2012|2|41|2012-02-01|1970.15|14.15
215|"GRP4"|"M"|"PGM3"|2012|3|41|2012-03-01|2912.93|17.16
215|"GRP4"|"M"|"PGM3"|2012|4|41|2012-04-01|3725.15|16.24
215|"GRP3"|"M"|"PGM3"|2012|5|41|2012-05-01|2075.6|11.95
215|"GRP3"|"M"|"PGM3"|2012|6|41|2012-06-01|1881.84|14.26
215|"GRP3"|"M"|"PGM3"|2012|7|41|2012-07-01|1269.18|13.41
215|"GRP3"|"M"|"PGM3"|2012|8|41|2012-08-01|638.66|15.87
215|"GRP3"|"M"|"PGM3"|2012|9|41|2012-09-01|263.66|12.61
215|"GRP3"|"M"|"PGM3"|2012|10|41|2012-10-01|94.63|12.58
215|"GRP3"|"M"|"PGM3"|2012|11|41|2012-11-01|26.55|13.91
216|"GRP4"|"M"|"PGM1"|2011|11|34|2011-11-01|44.01|6.74
216|"GRP4"|"M"|"PGM1"|2011|12|34|2011-12-01|0.08|3.63
216|"GRP4"|"M"|"PGM1"|2012|1|35|2012-01-01|845.03|3.62
216|"GRP4"|"M"|"PGM1"|2012|2|35|2012-02-01|1681.84|2.91
